"Specimen.number"	"Plant.ID"	"Damage"	"area_leaf"	"hole_dam"	"margin_dam"	"skele_dam"	"surf_dam"	"ps_dam"	"ovi_dam"	"mine_dam"	"gall_dam"	"fungal_dam"	"bug_area_dam"	"fung_bug_comb_area_dam"	"fung_bug_perc_area_dam"	"bug_perc_area_dam"	"perc_area_dam"	"perc_fung_dam"	"LMA"	"LVD"
"347"	"8648"	"Symplocos incondita"	"1(2), F"	22.87	0.028	0	0	0	0	0	0	0	0.625	0	0	0	0	0.122431132487976	0.000273283777874945	119.37	6.409
"348"	"8797"	"Dombeya novi-mundi"	"2(6), 12, 14, F"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"349"	"8818"	"Platanites raynoldsii"	"1(4), 2(8), 5(2), 12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.68	0
"350"	"9018"	"Macginitiea gracilis"	"2(2), 8, 12(2), 16, 50"	208.21	0.494	0.739	2.32	0	0	0	0	0	0	0	0	0	0	1.70645021852937	0	69.57	0
"351"	"9019"	"Macginitiea wyomingensis"	"2, 7(5)"	22.47	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0.271473075211393	0	66.25	5.31
"352"	"9020"	"Macginitiea gracilis"	"2, 5, 8"	105.28	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0.151975683890578	0	69.57	0
"353"	"9021"	"Dombeya novi-mundi"	"1, 2(13), 12"	134.45	0.191	0.039	0	0	0	0	0	0	0	0	0	0	0	0.171067311268129	0	0	0
"354"	"9024"	"Populus cinnamomoides"	"FFB"	42.98	0	0	0	0	0	0	0	0	0.065	0	0	0	0	0	1.51233131689158e-05	76.04	0
"355"	"9027"	"Apeiba improvisa"	"1(5), 2(2), 29(3), 32(3), 57, F, FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.49	0
"356"	"9028"	"Apeiba improvisa"	"12, FFB"	20.79	0.017	0	0	0	0	0	0	0	0.124	0	0	0	0	0.0817700817700818	5.96440596440596e-05	71.49	7.8
"357"	"9029"	"Dicot sp.WR032"	"50, 145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"358"	"9030"	"Symplocos incondita"	"2(2), 34, 83"	30.42	0.034	0	0	0	0	0	0	0.019	0	0	0	0	0	0.17422748191979	0	119.37	6.392
"359"	"9031"	"Dicot sp.WR007"	"30(9)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"360"	"9032"	"Dicot sp.WR007"	"31(2)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"361"	"9033"	"Dicot sp.WR007"	"4, 13, FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"362"	"9035"	"Symplocos incondita"	"2(3)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.37	0
"363"	"9036"	"Dicot sp.WR007"	"13, 14, FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"364"	"9039"	"Dicot sp.WR007"	"8, 12"	41.08	0.017	0.049	0	0	0	0	0	0	0	0	0	0	0	0.160662122687439	0	94.16	0
"365"	"9052"	"Dicot sp.WR007"	"32(3)"	8.2	0	0	0	0	0	0	0	0.13	0	0	0	0	0	1.58536585365854	0	94.16	0
"366"	"9053"	"Populus cinnamomoides"	"2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.04	0
"367"	"9054"	"Dombeya novi-mundi"	"32(4), 34(5)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"368"	"9056"	"Dicot sp.WR007"	"12, 13"	9.32	0	0.719	0	0	0	0	0	0	0	0	0	0	0	7.71459227467811	0	94.16	0
"369"	"9058"	"Dicot sp.WR033"	"3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"370"	"9061"	"Dicot sp.WR027"	"1, 13, 57(2)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"371"	"9062"	"Symplocos incondita"	"2, 3(4), 4(2)"	12.32	0.313	0	0	0	0	0	0	0	0	0	0	0	0	2.54058441558442	0	119.37	0
"372"	"9063"	"Dicot sp.WR007"	"3, 4"	13.08	0.265	0	0	0	0	0	0	0	0	0	0	0	0	2.02599388379205	0	94.16	0
"373"	"9066"	"Dicot sp.WR031"	"2, 3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"374"	"9070"	"Macginitiea wyomingensis"	"2"	40.372	0.049	0	0	0	0	0	0	0	0	0	0	0	0	0.121371247399188	0	66.25	0
"375"	"9071"	"Macginitiea gracilis"	"2, 8, 12, 29 (3)"	73.9	0.27	1.19	0	0.042	0	0	0	0	0	0	0	0	0	2.03247631935047	0	69.57	0
"376"	"9072"	"Dicot sp.WR029"	"2, 30(3), F"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"377"	"9074"	"Dicot sp.WR033"	"3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"378"	"10150"	"Dicot sp.WR007"	"12"	15.22	0	0.375	0	0	0	0	0	0	0	0	0	0	0	2.46386333771353	0	94.16	0
"379"	"10152"	"Dombeya novi-mundi"	"2(2), F"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"380"	"10154"	"Dicot sp.WR034"	"2, 12"	7.273	0.012	0.167	0	0	0	0	0	0	0	0	0	0	0	2.461157706586	0	143.75	0
"381"	"10156"	"Dicot sp.WR007"	"2"	33.2	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0.159638554216867	0	94.16	0
"382"	"10157"	"Dicot sp.WR007"	"2(2)"	45.79	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0.102642498362088	0	94.16	0
"383"	"10159"	"Apeiba improvisa"	"16"	36.83	0	0	0.499	0	0	0	0	0	0	0	0	0	0	1.35487374423025	0	71.49	0
"384"	"10161"	"Dicot sp.WR007"	"12"	34.86	0	1.34	0	0	0	0	0	0	0	0	0	0	0	3.84394721744119	0	94.16	0
"385"	"10162"	"Dombeya novi-mundi"	"2(2), 25(2)"	67.2	0.045	0	0	0.132	0	0	0	0	0	0	0	0	0	0.263392857142857	0	0	0
"386"	"10163"	"Platanites raynoldsii"	"2(2)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.68	0
"387"	"10164"	"Dombeya novi-mundi"	"2, 5, FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"388"	"10166"	"Apeiba improvisa"	"2(2), 5, 12(2)"	14.22	0.163	0.195	0	0	0	0	0	0	0	0	0	0	0	2.51758087201125	0	71.49	0
"389"	"10167"	"Apeiba improvisa"	"2(4), 3(2), 12(2), 46(13)"	29.58	1.161	0	0	0	0.043	0	0	0	0	0	0	0	0	4.07031778228533	0	71.49	0
"390"	"41867"	"Dicot sp.WR007"	"12, 14"	14.4	0	1.83	0	0	0	0	0	0	0	0	0	0	0	12.7083333333333	0	94.16	0
"391"	"41868"	"Dicot sp.WR031"	"2(8), 3(3), 5(3), 12, FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"392"	"41869"	"Dicot sp.WR007"	"8(2)"	50.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"393"	"41873"	"Macginitiea gracilis"	"2(2), 4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	0
"394"	"41876"	"Juglandaceae sp.WR035"	"3(2)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.684
"395"	"41877"	"Dicot sp.WR029"	"17, 33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"396"	"41878"	"Dicot sp.WR033"	"2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"397"	"41880"	"Dicot sp.WR027"	"1(2), 2(11), 36(4)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"398"	"41882"	"Dicot sp.WR029"	"2, 5, 12(3)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.451
"399"	"41886"	"Dicot sp.WR032"	"30(3)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.619
"400"	"41887"	"Populus cinnamomoides"	"2(2), F, FFB"	34.14	0.06	0	0	0	0	0	0	0	0.551	0	0	0	0	0.175746924428822	0.000161394258933802	76.04	5.849
"401"	"41889"	"Dicot sp.WR028"	"2(8), 4, FFB"	53.38	0.771	0	0	0	0	0	0	0	1.476	0	0	0	0	1.44436118396403	0.00027650805545148	77.44	0
"402"	"10160.1(drk)"	"Symplocos incondita"	"2(2), 16(2), F"	15.36	0.01	0	0.062	0	0	0	0	0	1.53	0	0	0	0	0.46875	0.00099609375	119.37	0
"403"	"10160.2(lght)"	"Symplocos incondita"	"118(2), FFB"	18.84	0	0	0	0	0.037	0	0	0	0	0	0	0	0	0.196390658174098	0	119.37	0
"404"	"5726(light)"	"Apeiba improvisa"	"1(2), 3, 12(4), 29(60), FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.49	0
"405"	"5726.1(dark)"	"Apeiba improvisa"	"1(2), 16(4)"	74.46	0.007	0	4.39	0	0	0	0	0	0	0	0	0	0	5.90518399140478	0	71.49	0
"406"	"5739+7050"	"Apeiba improvisa"	"2(2), 3, 12, 13, FFB"	33.82	0.022	1.02	0	0	0	0	0	0	0.02	0	0	0	0	3.08101714961561	5.91366055588409e-06	71.49	0
"407"	"5774.1(drk)"	"Dicot sp.WR028"	"12"	34.52	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.231749710312862	0	77.44	0
"408"	"5774.2(lght)"	"Dicot sp.WR028"	"1, 32"	20.76	0.004	0	0	0	0	0	0	0.003	0	0	0	0	0	0.0337186897880539	0	77.44	0
"409"	"5797.1(entire)"	"Populus cinnamomoides"	"2, 5, 30"	27.29	0.074	0	0	0.208	0	0	0	0	0	0	0	0	0	1.03334554781971	0	76.04	0
"410"	"5797.2(partial, p/cp)"	"Populus cinnamomoides"	"1, 2, F"	44.81	0.038	0	0	0	0	0	0	0	0.328	0	0	0	0	0.0848024994420888	7.31979468868556e-05	76.04	0
"411"	"5799.1(high)"	"Populus cinnamomoides"	"1, 2, 17(4), 24(7), 29, FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.04	0
"412"	"5799.2(low)"	"Populus cinnamomoides"	"1, 2, 4, 16(3)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.04	0
"413"	"5808.1(sm)"	"Populus cinnamomoides"	"2, 17(4), FFB"	57.07	0.251	0	0	0	0	0	0	0	0.12	0	0	0	0	0.439810758717365	2.10268091817067e-05	76.04	0
"414"	"5808.2(lg)"	"Populus cinnamomoides"	"1, 2(2), 30, FFB"	110.25	0.068	0	0	0.521	0	0	0	0	0.565	0	0	0	0	0.534240362811791	5.12471655328798e-05	76.04	0
"415"	"5839+5825"	"Dicot sp.WR007"	"8"	33.75	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.0148148148148148	0	94.16	0
"416"	"5870.1(lg)+7048"	"Platanites raynoldsii"	"2(2)"	20.2	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0.0841584158415842	0	58.68	0
"417"	"5870.2(sm)"	"Platanites raynoldsii"	"1(2)"	10.42	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0.105566218809981	0	58.68	0
"418"	"5873+7036"	"Platanites raynoldsii"	"1(2), 2(3)"	78.14	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0.0396723829024827	0	58.68	0
"419"	"5877.1(lg)"	"Platanites raynoldsii"	"13"	30.62	0	0.687	0	0	0	0	0	0	0	0	0	0	0	2.24363161332462	0	58.68	0
"420"	"5888+5944"	"Macginitiea gracilis"	"2(5)"	55.46	0.115	0	0	0	0	0	0	0	0	0	0	0	0	0.207356653443924	0	69.57	0
"421"	"5983+5955"	"Dicot sp.WR029"	"3"	73.32	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0.016366612111293	0	0	0
"422"	"7036.1(wide)"	"Platanites raynoldsii"	"32(2)"	80.24	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0.0112163509471585	0	58.68	0
"423"	"7040.1(lg)"	"Dicot sp.WR007"	"2, FFB"	10.69	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	2.80636108512629e-06	94.16	0
"424"	"7924+5767"	"Apeiba improvisa"	"1, 3, 5, 7"	29.09	0.613	0	0	0	0	0	0	0	0	0	0	0	0	2.10725335166724	0	71.49	0
"425"	"7932+7028.1(lg)"	"Dicot sp.WR029"	"12, 32(11)"	57.62	0	0.669	0	0	0	0	0	0.105	0	0	0	0	0	1.34328358208955	0	0	0
"426"	"7932+7028.2(sm)"	"Dicot sp.WR007"	"2(11) , 4(3), 5(5), 12(4), 14"	31.75	3.51	3.53	0	0	0	0	0	0	0	0	0	0	0	22.1732283464567	0	94.16	0
"427"	"7937.2(pinnate)"	"Apeiba improvisa"	"13, FFB"	51.63	0	3.01	0	0	0	0	0	0	0.138	0	0	0	0	5.82994383110595	2.67286461359675e-05	71.49	0
"428"	"7947+7952"	"Symplocos incondita"	"2(2), 13, 30, 31"	15.39	0.02	0.441	0	0.258	0	0	0	0	0	0	0	0	0	4.67186484730344	0	119.37	0
"429"	"7965+7962"	"Dicot sp.WR028"	"1(10), 12, FFB"	39.28	0.057	0.826	0	0	0	0	0	0	0.052	0	0	0	0	2.2479633401222	1.32382892057026e-05	77.44	0
"430"	"7975.1(lg)"	"Dicot sp.WR028"	"2(3), 12, 31"	48.51	0.053	0.552	0	0.008	0	0	0	0	0	0	0	0	0	1.26365697794269	0	77.44	0
"431"	"7975.3(sm)"	"Dicot sp.WR028"	"2(7), 12"	17.91	0.093	0.261	0	0	0	0	0	0	0	0	0	0	0	1.97654941373534	0	77.44	0
"432"	"7977+7923"	"Dicot sp.WR029"	"2, 30(2)"	78.03	0.017	0	0	0.165	0	0	0	0	0	0	0	0	0	0.233243624247084	0	0	0
"433"	"7978.1(lg)"	"Dicot sp.WR031"	"2(11), 5, 8(2), 12"	166.3	5.59	2.9	0	0	0	0	0	0	0	0	0	0	0	5.1052315093205	0	0	0
"434"	"7978.2(lght)"	"Symplocos incondita"	"2(3), 8, 12(2), 32(15)"	45.07	0.285	0.671	0	0	0	0	0	0.075	0	0	0	0	0	2.28755269580652	0	119.37	0
"435"	"8011.1(lg)+8150"	"Macginitiea gracilis"	"2(6), 50"	110.62	0.376	0	0	0	0	0	0	0	0	0	0	0	0	0.339902368468631	0	69.57	0
"436"	"8041.1 (lg)"	"Macginitiea gracilis"	"1(3), 2(2)"	114.96	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0.0400139178844816	0	69.57	0
"437"	"8041.2 (m)"	"Macginitiea gracilis"	"1"	80.02	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0.0149962509372657	0	69.57	0
"438"	"8046+8014"	"Dicot sp.WR028"	"2, 12"	56.52	0.035	0.91	0	0	0	0	0	0	0	0	0	0	0	1.67197452229299	0	77.44	0
"439"	"8063.1(full)"	"Dicot sp.WR007"	"2(2), 29"	27.21	0.032	0	0	0.05	0	0	0	0	0	0	0	0	0	0.301359794193311	0	94.16	0
"440"	"8063.2(dark)"	"Dicot sp.WR007"	"34(5), FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"441"	"8063.3(lg)"	"Dicot sp.WR007"	"1, 30, FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"442"	"8063.4(med)"	"Dicot sp.WR007"	"2(2)"	14.38	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0.201668984700974	0	94.16	0
"443"	"8067.1(lght)"	"Dicot sp.WR007"	"2, 32(11), FFB"	33.99	0.021	0	0	0	0	0	0	0.033	0.015	0	0	0	0	0.158870255957635	4.41306266548985e-06	94.16	0
"444"	"8071.1(has petiole)"	"Populus cinnamomoides"	"2(2)"	53.04	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0.116892911010558	0	76.04	0
"445"	"8087.2(lght)"	"Dicot sp.WR033"	"2(2), 12, 29"	30.05	0.016	0.018	0	0.059	0	0	0	0	0	0	0	0	0	0.309484193011647	0	0	0
"446"	"8088.1(dark)"	"Symplocos incondita"	"12(2), F, FFB"	19.82	0	0.406	0	0	0	0	0	0	0.37	0	0	0	0	2.04843592330979	0.000186680121089808	119.37	0
"447"	"8122+8171"	"Juglandaceae sp.WR035"	"30(2)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"448"	"8123+8354"	"Apeiba improvisa"	"2(2)"	40.38	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0.0470529965329371	0	71.49	0
"449"	"8132.1 (lg)"	"Macginitiea gracilis"	"1(4), 2(2), 3(2), 7, 12"	135.52	0.681	0.014	0	0	0	0	0	0	0	0	0	0	0	0.512839433293979	0	69.57	0
"450"	"8142.1+8037.1(full)"	"Symplocos incondita"	"32(4), F"	21.47	0	0	0	0	0	0	0	0.032	0.177	0	0	0	0	0.149045179319981	8.24406148113647e-05	119.37	0
"451"	"8142.2+8037.2(part)"	"Symplocos incondita"	"12(3), 31(2), F"	26.12	0	1.165	0	0.068	0	0	0	0	0	0	0	0	0	4.72052067381317	0	119.37	0
"452"	"8151.3(entire)"	"Symplocos incondita"	"3, F"	24.64	0.058	0	0	0	0	0	0	0	0.123	0	0	0	0	0.23538961038961	4.99188311688312e-05	119.37	0
"453"	"8160+8322"	"Dicot sp.WR033"	"2(8), 14"	5.63	0.036	1.06	0	0	0	0	0	0	0	0	0	0	0	19.4671403197158	0	0	0
"454"	"8161.1(drk)"	"Dicot sp.WR033"	"12, 13, 29(3)"	9.19	0	0.212	0	0.006	0	0	0	0	0	0	0	0	0	2.3721436343852	0	0	0
"455"	"8161.2(lght)"	"Dicot sp.WR007"	"12"	9.224	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0.0650477016478751	0	94.16	0
"456"	"8165+8083"	"Dombeya novi-mundi"	"2(4), 63(2)"	163.12	5.709	0	0	0	0	0	0	0	0	0	0	0	0	3.49987739087788	0	0	0
"457"	"8174+8615"	"Dicot sp.WR007"	"2, 12, 13"	21.19	0.022	0.365	0	0	0	0	0	0	0	0	0	0	0	1.82633317602643	0	94.16	0
"458"	"8178.1(lg)"	"Dicot sp.WR007"	"2(8), 4, 12"	21.96	0.202	0.298	0	0	0	0	0	0	0	0	0	0	0	2.27686703096539	0	94.16	0
"459"	"8178.2(sm)"	"Dicot sp.WR007"	"2, 4, 12, 46(6)"	10.63	0.112	0.556	0	0	0.003	0	0	0	0	0	0	0	0	6.31232361241769	0	94.16	0
"460"	"8183.1(lg)"	"Dicot sp.WR007"	"1, 2(22), 3"	31.19	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0.545046489259378	0	94.16	0
"461"	"8186+8119"	"Dicot sp.WR007"	"3(5), 5, 13"	23.806	1.1	1.3	0	0	0	0	0	0	0	0	0	0	0	10.081492060825	0	94.16	0
"462"	"8189.1(lg)"	"Apeiba improvisa"	"29(2)"	25.66	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0.167575993764614	0	71.49	0
"463"	"8205.1(lg)"	"Macginitiea wyomingensis"	"2(2)"	64.35	0.123	0	0	0	0	0	0	0	0	0	0	0	0	0.191142191142191	0	66.25	0
"464"	"8313+8118"	"Dicot sp.WR028"	"31(2), 43(2), F"	29.84	0	0	0	0.151	0	0	0.203	0	0	0	0	0	0	1.18632707774799	0	77.44	0
"465"	"8338.1(drk)"	"Dicot sp.WR007"	"2, 8"	16.05	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0.498442367601246	0	94.16	0
"466"	"8338.2(lght)"	"Dicot sp.WR007"	"8, 12, FFB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"467"	"8343+8101"	"Dicot sp.WR033"	"30"	7.896	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0.177304964539007	0	0	0
"468"	"8364.1(lg)"	"Juglandaceae sp.WR035"	"2"	41.32	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0.0290416263310745	0	0	0
"469"	"8383+8384"	"Dicot sp.WR007"	"12, FFB"	41.68	0	0.168	0	0	0	0	0	0	0.0149	0	0	0	0	0.403071017274472	3.57485604606526e-06	94.16	0
"470"	"8389.1(lg)"	"Macginitiea gracilis"	"1(26),2(33),4(4),5,7(11),50(4),57"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	0
"471"	"8389.2(sm)"	"Macginitiea wyomingensis"	"13(2)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.25	0
"472"	"8641+8388"	"Macginitiea wyomingensis"	"2, 8, 16"	57.17	0.255	0	0.233	0	0	0	0	0	0	0	0	0	0	0.853594542592269	0	66.25	0
"473"	"8849+7046"	"Populus cinnamomoides"	"1(13), 2(46), 3, 5, 8, F"	57.46	0.757	0	0	0	0	0	0	0	0.007	0	0	0	0	1.31743821789071	1.21823877479986e-06	76.04	0
"474"	"9017+9038"	"Dicot sp.WR007"	"57, F"	53.67	0.254	0	0	0	0	0	0	0	1.11	0	0	0	0	0.473262530277622	0.000206819452207937	94.16	0
"475"	"9022(lg)"	"Populus cinnamomoides"	"2(6), 8, F"	79.43	0.1	0	0	0	0	0	0	0	0.129	0	0	0	0	0.125897016240715	1.62407150950522e-05	76.04	0
"476"	"9022.2(sm)"	"Macginitiea gracilis"	"2(5), 4, 12, 63"	53.24	1.607	0	0	0	0	0	0	0	0	0	0	0	0	3.01840721262209	0	69.57	0
"477"	"9549.1(lg)"	"Dombeya novi-mundi"	"2, 57"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"478"	"8151.1(lg)"	"Macginitiea wyomingensis"	""	42.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.25	0
"479"	"8060"	"Macginitiea wyomingensis"	""	6.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.25	4.618
"480"	"8642.2(sm)"	"Macginitiea wyomingensis"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.25	0
"481"	"5884"	"Macginitiea gracilis"	""	39.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	0
"482"	"8639"	"Macginitiea gracilis"	""	48.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	0
"483"	"6321"	"Macginitiea gracilis"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	0
"484"	"8642.1 (lg)"	"Macginitiea gracilis"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	0
"485"	"6325"	"Macginitiea gracilis"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	0
"486"	"5947"	"Macginitiea gracilis"	""	112.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	4.628
"487"	"8390"	"Macginitiea gracilis"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	4.951
"488"	"5946"	"Macginitiea gracilis"	""	37.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	5.172
"489"	"5991"	"Macginitiea gracilis"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57	0
"490"	"8189.2(sm)"	"Apeiba improvisa"	""	16.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.49	0
"491"	"8105"	"Apeiba improvisa"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.49	0
"492"	"8073"	"Apeiba improvisa"	""	15.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.49	0
"493"	"9059+9064"	"Apeiba improvisa"	""	4.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.49	0
"494"	"7990"	"Apeiba improvisa"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.49	0
"495"	"8848"	"Apeiba improvisa"	""	12.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.49	0
"496"	"8086"	"Apeiba improvisa"	""	13.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.49	0
"497"	"8638"	"Platanites raynoldsii"	""	42.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.68	0
"498"	"5872"	"Platanites raynoldsii"	""	6.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.68	0
"499"	"5877.2(sm)"	"Platanites raynoldsii"	""	19.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.68	0
"500"	"8630+8149"	"Dicot sp.WR007"	""	25.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"501"	"8183.2(sm)"	"Dicot sp.WR007"	""	17.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"502"	"8052"	"Dicot sp.WR007"	""	30.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"503"	"8069"	"Dicot sp.WR007"	""	20.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"504"	"8372+8194"	"Dicot sp.WR007"	""	14.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"505"	"8067.2(drk)"	"Dicot sp.WR007"	""	29.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"506"	"9067"	"Dicot sp.WR007"	""	11.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"507"	"8375"	"Dicot sp.WR007"	""	15.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"508"	"8075"	"Dicot sp.WR007"	""	3.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"509"	"8063.5(sm)"	"Dicot sp.WR007"	""	12.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"510"	"7040.2(sm)"	"Dicot sp.WR007"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"511"	"7994"	"Dicot sp.WR007"	""	24.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"512"	"8172"	"Dicot sp.WR007"	""	34.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"513"	"8163.1(lg)"	"Dicot sp.WR007"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"514"	"8620+8628"	"Dicot sp.WR007"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"515"	"5822"	"Dicot sp.WR007"	""	7.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"516"	"8382"	"Dicot sp.WR007"	""	9.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"517"	"8185"	"Dicot sp.WR007"	""	14.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"518"	"8381"	"Dicot sp.WR007"	""	8.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"519"	"8367"	"Dicot sp.WR007"	""	8.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"520"	"5828"	"Dicot sp.WR007"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"521"	"8157"	"Dicot sp.WR007"	""	10.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.16	0
"522"	"9549.2(lwr haf)"	"Dicot sp.WR028"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.44	0
