Specimen.number	Plant.ID	Damage	area_leaf	hole_dam	margin_dam	skele_dam	surf_dam	ps_dam	ovi_dam	mine_dam	gall_dam	fungal_dam	bug_area_dam	fung_bug_comb_area_dam	fung_bug_perc_area_dam	bug_perc_area_dam
5799.1(high)	Populus cinnamomoides	"1, 2, 17(4), 24(7), 29, FFB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5799.2(low)	Populus cinnamomoides	"1, 2, 4, 16(3)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5808.1(sm)	Populus cinnamomoides	"2, 17(4), FFB"	57.07	0.251	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA
5808.2(lg)	Populus cinnamomoides	"1, 2(2), 30, FFB"	110.25	0.068	NA	NA	0.521	NA	NA	NA	NA	0.565	NA	NA	NA	NA
5839+5825	Dicot sp.WR007	8	33.75	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5870.1(lg)+7048	Platanites raynoldsii	2(2)	20.2	0.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5870.2(sm)	Platanites raynoldsii	1(2)	10.42	0.011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5873+7036	Platanites raynoldsii	"1(2), 2(3)"	78.14	0.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5877.1(lg)	Platanites raynoldsii	13	30.62	NA	0.687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5888+5944	Macginitiea gracilis	2(5)	55.46	0.115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5983+5955	Dicot sp.WR029	3	73.32	0.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7036.1(wide)	Platanites raynoldsii	32(2)	80.24	NA	NA	NA	NA	NA	NA	NA	0.009	NA	NA	NA	NA	NA
7040.1(lg)	Dicot sp.WR007	"2, FFB"	10.69	NA	NA	NA	NA	NA	NA	NA	NA	0.003	NA	NA	NA	NA
7924+5767	Apeiba improvisa	"1, 3, 5, 7"	29.09	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7932+7028.1(lg)	Dicot sp.WR029	"12, 32(11)"	57.62	NA	0.669	NA	NA	NA	NA	NA	0.105	NA	NA	NA	NA	NA
7932+7028.2(sm)	Dicot sp.WR007	"2(11) , 4(3), 5(5), 12(4), 14"	31.75	3.51	3.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7937.2(pinnate)	Apeiba improvisa	"13, FFB"	51.63	NA	3.01	NA	NA	NA	NA	NA	NA	0.138	NA	NA	NA	NA
7947+7952	Symplocos incondita	"2(2), 13, 30, 31"	15.39	0.02	0.441	NA	0.258	NA	NA	NA	NA	NA	NA	NA	NA	NA
7965+7962	Dicot sp.WR028	"1(10), 12, FFB"	39.28	0.057	0.826	NA	NA	NA	NA	NA	NA	0.052	NA	NA	NA	NA
7975.1(lg)	Dicot sp.WR028	"2(3), 12, 31"	48.51	0.053	0.552	NA	0.008	NA	NA	NA	NA	NA	NA	NA	NA	NA
7975.3(sm)	Dicot sp.WR028	"2(7), 12"	17.91	0.093	0.261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7977+7923	Dicot sp.WR029	"2, 30(2)"	78.03	0.017	NA	NA	0.165	NA	NA	NA	NA	NA	NA	NA	NA	NA
7978.1(lg)	Dicot sp.WR031	"2(11), 5, 8(2), 12"	166.3	5.59	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7978.2(lght)	Symplocos incondita	"2(3), 8, 12(2), 32(15)"	45.07	0.285	0.671	NA	NA	NA	NA	NA	0.075	NA	NA	NA	NA	NA
8011.1(lg)+8150	Macginitiea gracilis	"2(6), 50"	110.62	0.376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8041.1 (lg)	Macginitiea gracilis	"1(3), 2(2)"	114.96	0.046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8041.2 (m)	Macginitiea gracilis	1	80.02	0.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8046+8014	Dicot sp.WR028	"2, 12"	56.52	0.035	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8063.1(full)	Dicot sp.WR007	"2(2), 29"	27.21	0.032	NA	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
8063.2(dark)	Dicot sp.WR007	"34(5), FFB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8063.3(lg)	Dicot sp.WR007	"1, 30, FFB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8063.4(med)	Dicot sp.WR007	2(2)	14.38	0.029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8067.1(lght)	Dicot sp.WR007	"2, 32(11), FFB"	33.99	0.021	NA	NA	NA	NA	NA	NA	0.033	0.015	NA	NA	NA	NA
8071.1(has petiole)	Populus cinnamomoides	2(2)	53.04	0.062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8087.2(lght)	Dicot sp.WR033	"2(2), 12, 29"	30.05	0.016	0.018	NA	0.059	NA	NA	NA	NA	NA	NA	NA	NA	NA
8088.1(dark)	Symplocos incondita	"12(2), F, FFB"	19.82	NA	0.406	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA
8122+8171	Juglandaceae sp.WR035	30(2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8123+8354	Apeiba improvisa	2(2)	40.38	0.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8132.1 (lg)	Macginitiea gracilis	"1(4), 2(2), 3(2), 7, 12"	135.52	0.681	0.014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8142.1+8037.1(full)	Symplocos incondita	"32(4), F"	21.47	NA	NA	NA	NA	NA	NA	NA	0.032	0.177	NA	NA	NA	NA
8142.2+8037.2(part)	Symplocos incondita	"12(3), 31(2), F"	26.12	NA	1.165	NA	0.068	NA	NA	NA	NA	NA	NA	NA	NA	NA
8151.3(entire)	Symplocos incondita	"3, F"	24.64	0.058	NA	NA	NA	NA	NA	NA	NA	0.123	NA	NA	NA	NA
8160+8322	Dicot sp.WR033	"2(8), 14"	5.63	0.036	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8161.1(drk)	Dicot sp.WR033	"12, 13, 29(3)"	9.19	NA	0.212	NA	0.006	NA	NA	NA	NA	NA	NA	NA	NA	NA
8161.2(lght)	Dicot sp.WR007	12	9.224	NA	0.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8165+8083	Dombeya novi-mundi	"2(4), 63(2)"	163.12	5.709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8174+8615	Dicot sp.WR007	"2, 12, 13"	21.19	0.022	0.365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8178.1(lg)	Dicot sp.WR007	"2(8), 4, 12"	21.96	0.202	0.298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8178.2(sm)	Dicot sp.WR007	"2, 4, 12, 46(6)"	10.63	0.112	0.556	NA	NA	0.003	NA	NA	NA	NA	NA	NA	NA	NA
8183.1(lg)	Dicot sp.WR007	"1, 2(22), 3"	31.19	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8186+8119	Dicot sp.WR007	"3(5), 5, 13"	23.806	1.1	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8189.1(lg)	Apeiba improvisa	29(2)	25.66	NA	NA	NA	0.043	NA	NA	NA	NA	NA	NA	NA	NA	NA
8205.1(lg)	Macginitiea wyomingensis	2(2)	64.35	0.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8313+8118	Dicot sp.WR028	"31(2), 43(2), F"	29.84	NA	NA	NA	0.151	NA	NA	0.203	NA	NA	NA	NA	NA	NA
8338.1(drk)	Dicot sp.WR007	"2, 8"	16.05	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8338.2(lght)	Dicot sp.WR007	"8, 12, FFB"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8343+8101	Dicot sp.WR033	30	7.896	NA	NA	NA	0.014	NA	NA	NA	NA	NA	NA	NA	NA	NA
8364.1(lg)	Juglandaceae sp.WR035	2	41.32	0.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8383+8384	Dicot sp.WR007	"12, FFB"	41.68	NA	0.168	NA	NA	NA	NA	NA	NA	0.0149	NA	NA	NA	NA
8389.1(lg)	Macginitiea gracilis	"1(26),2(33),4(4),5,7(11),50(4),57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8389.2(sm)	Macginitiea wyomingensis	13(2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8641+8388	Macginitiea wyomingensis	"2, 8, 16"	57.17	0.255	NA	0.233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8849+7046	Populus cinnamomoides	"1(13), 2(46), 3, 5, 8, F"	57.46	0.757	NA	NA	NA	NA	NA	NA	NA	0.007	NA	NA	NA	NA
9017+9038	Dicot sp.WR007	"57, F"	53.67	0.254	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA
9022(lg)	Populus cinnamomoides	"2(6), 8, F"	79.43	0.1	NA	NA	NA	NA	NA	NA	NA	0.129	NA	NA	NA	NA
9022.2(sm)	Macginitiea gracilis	"2(5), 4, 12, 63"	53.24	1.607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9549.1(lg)	Dombeya novi-mundi	"2, 57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8151.1(lg)	Macginitiea wyomingensis		42.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8060	Macginitiea wyomingensis		6.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8642.2(sm)	Macginitiea wyomingensis		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5884	Macginitiea gracilis		39.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8639	Macginitiea gracilis		48.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6321	Macginitiea gracilis		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8642.1 (lg)	Macginitiea gracilis		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6325	Macginitiea gracilis		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5947	Macginitiea gracilis		112.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8390	Macginitiea gracilis		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5946	Macginitiea gracilis		37.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5991	Macginitiea gracilis		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8189.2(sm)	Apeiba improvisa		16.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8105	Apeiba improvisa		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8073	Apeiba improvisa		15.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9059+9064	Apeiba improvisa		4.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7990	Apeiba improvisa		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8848	Apeiba improvisa		12.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8086	Apeiba improvisa		13.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8638	Platanites raynoldsii		42.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5872	Platanites raynoldsii		6.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5877.2(sm)	Platanites raynoldsii		19.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8630+8149	Dicot sp.WR007		25.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8183.2(sm)	Dicot sp.WR007		17.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8052	Dicot sp.WR007		30.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8069	Dicot sp.WR007		20.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8372+8194	Dicot sp.WR007		14.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8067.2(drk)	Dicot sp.WR007		29.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9067	Dicot sp.WR007		11.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8375	Dicot sp.WR007		15.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8075	Dicot sp.WR007		3.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8063.5(sm)	Dicot sp.WR007		12.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7040.2(sm)	Dicot sp.WR007		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7994	Dicot sp.WR007		24.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8172	Dicot sp.WR007		34.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8163.1(lg)	Dicot sp.WR007		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8620+8628	Dicot sp.WR007		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5822	Dicot sp.WR007		7.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8382	Dicot sp.WR007		9.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8185	Dicot sp.WR007		14.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8381	Dicot sp.WR007		8.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8367	Dicot sp.WR007		8.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5828	Dicot sp.WR007		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8157	Dicot sp.WR007		10.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9549.2(lwr haf)	Dicot sp.WR028		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5783	Dicot sp.WR028		27.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9037	Dicot sp.WR028		76.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8329	Dicot sp.WR028		11.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5974	Dicot sp.WR028		45.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5753	Dicot sp.WR028		30.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8107	Dicot sp.WR028		40.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8331+8635	Dicot sp.WR028		6.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8140	Dicot sp.WR028		37.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5748	Dicot sp.WR028		43.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5787	Dicot sp.WR028		19.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5752	Dicot sp.WR028		62.396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8646	Dicot sp.WR028		24.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5761	Dicot sp.WR028		40.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7958	Dicot sp.WR028		26.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5728	Dicot sp.WR028		29.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8326	Dicot sp.WR028		14.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5727.1(lg)	Dicot sp.WR028		66.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5854	Populus cinnamomoides		15.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5860	Populus cinnamomoides		32.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8082	Populus cinnamomoides		20.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5842	Populus cinnamomoides		40.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5855	Populus cinnamomoides		32.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5867	Populus cinnamomoides		33.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5850	Populus cinnamomoides		40.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7035	Populus cinnamomoides		15.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5857	Populus cinnamomoides		33.296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7963	Populus cinnamomoides		36.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8175	Populus cinnamomoides		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7922	Dicot sp.WR034		10.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8151.2(covered)	Symplocos incondita		20.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
41883+41885	Symplocos incondita		11.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7951	Symplocos incondita		2.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7950	Symplocos incondita		13.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7945	Symplocos incondita		12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7954	Symplocos incondita		2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	Dicot sp.WR007	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3a	Dicot sp.WR007	"2, 14, 30, 46(3)"	20	0.005	2.38	NA	0.296	0.01	NA	NA	NA	NA	NA	NA	NA	NA
3	Macginitiea wyomingensis	"1, 2, 13"	128.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	Populus cinnamomoides	0	15.91	0.108	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	Dicot sp.WR032	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6a	Dicot sp.WR032	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	Juglandaceae sp.WR035	"1(6), 2(10)"	52.3	0.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	Populus cinnamomoides	32	18.69	NA	NA	NA	NA	NA	NA	NA	0.003	NA	NA	NA	NA	NA
8a	Populus cinnamomoides	0	60.992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9	Dicot sp.WR033	"12, 29"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10	Platanites raynoldsii	2(3)	61.694	0.135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11	Populus cinnamomoides	0	6.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12	Populus cinnamomoides	0	20.476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13	Dicot sp.WR033	"1(2), 13"	13.564	0.025	0.388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	Dicot sp.WR027	F	19.552	NA	NA	NA	NA	NA	NA	NA	NA	2.75	NA	NA	NA	NA
16	Dicot sp.WR028	"1(2), 2(2)"	16.114	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	Juglandaceae sp.WR035	F	12.54	NA	NA	NA	NA	NA	NA	NA	NA	0.346	NA	NA	NA	NA
18	UNID	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19a	Populus cinnamomoides	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	Macginitiea gracilis	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22	UNID	16(2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30	Dicot sp.WR028	F	6.454	NA	NA	NA	NA	NA	NA	NA	NA	0.131	NA	NA	NA	NA
30a	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30b	Dicot sp.WR007	"3, 12(3), 15, 45"	11.224	0.096	0.85	NA	NA	NA	NA	0.759	NA	NA	NA	NA	NA	NA
32	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
33	Dombeya novi-mundi	"1(9), 3(2)"	100.28	1.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	Apeiba improvisa	"3, 29"	35.012	0.131	NA	NA	0.021	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36	Dicot sp.WR030	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
37	Dicot sp.WR030	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
38	Dicot sp.WR028	"1, 2(2)"	86.52	0.163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	Symplocos incondita	"76, F"	25.508	NA	NA	NA	NA	NA	0.048	NA	NA	5.927	NA	NA	NA	NA
41	Populus cinnamomoides	"29(3), 32(3)"	12.905	NA	NA	NA	0.033	NA	NA	NA	0.003	NA	NA	NA	NA	NA
42	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	Dicot sp.WR031	"2(2), 16"	22.726	0.013	NA	0.929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
45	Dicot sp.WR028	"2(4), 3, F"	9.534	0.069	NA	NA	NA	NA	NA	NA	NA	0.134	NA	NA	NA	NA
46	Dicot sp.WR029	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	Apeiba improvisa	"2(2), 8(2) "	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
48	Populus cinnamomoides	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	Dicot sp.WR033	0	24.513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
50	Dicot sp.WR007	F	7.276	NA	NA	NA	NA	NA	NA	NA	NA	1.576	NA	NA	NA	NA
51	Populus cinnamomoides	"16(3), F"	41.468	NA	NA	0.205	NA	NA	NA	NA	NA	1.452	NA	NA	NA	NA
53	seed		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
54	Dicot sp.WR007	"1(3), 4, 5(2), 25, 40, F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
55	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
56	Dicot sp.WR007	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57	Dicot sp.WR007	"2(3), 17(2)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
58	Dicot sp.WR007	0	32.245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
66	Populus cinnamomoides	"2, 14, 32, F"	74.228	0.094	7.319	NA	NA	NA	NA	NA	0.012	7.078	NA	NA	NA	NA
67	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
69	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70	Populus cinnamomoides	0	13.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	Dicot sp.WR029	"1(2), 63"	28.759	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	Dicot sp.WR028	"1, 3(3), 5"	93.528	1.896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	Populus cinnamomoides	"14, F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	Populus cinnamomoides	0	15.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79	Rhus sp.	"2(2), 16"	17.241	0.09	NA	0.395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	Populus cinnamomoides	"3(3), 11, 34, F"	31.211	0.067	NA	NA	NA	NA	NA	NA	0.645	NA	NA	NA	NA	NA
82	UNID		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
